Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	AntesLongitude	AntesLatitude	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria	Classe	longitude	latitude
SIEB	MS0072	Fazenda São Bento	SIDROLÂNDIA	Mato Grosso do Sul			055°07'29.0W"	21°04'18.0S"	534,0	VFR	Sem Operação	09/27	800,0000	18,00	5000 Kg /   0.50 MPa	Terra							17/01/2028	PA2018-0019	https://pergamum.anac.gov.br/arquivos/PA2018-0019.pdf	Privado	-55.1247222222200	-21.0716666666667
SJRV	MT0216	PCH Garganta da Jararaca	NOVA MARINGÁ	Mato Grosso			057°37'03.0W"	13°23'16.0S"	424,0	VFR	VFR	17/35	1600,0000	23,00	20/F/B/W/T	Asfalto							04/10/2022	PA2015-1160	https://pergamum.anac.gov.br/arquivos/PA2015-1160.pdf	Privado	-57.6175000000000	-13.3877777777778
SWEC	GO0120	Estância das Cascatas	ARAGARÇAS	Goiás			052°05'55.0W"	15°54'08.9S"	310,0	VFR	Sem Operação	03/21	1160,0000	18,00	5700 Kg /   0.50 MPa	Asfalto							23/11/2021	PA2011-2244	https://pergamum.anac.gov.br/arquivos/PA2011-2244.pdf	Privado	-52.0986111111100	-15.9024722222222
SDWV	PA0039	Chácara Maringá	SENADOR JOSÉ PORFÍRIO	Pará			051°57'13.0W"	02°34'22.0S"	30,0	VFR	Sem Operação	10/28	985,0000	18,00	5700 Kg /   0.50 MPa	Piçarra							20/06/2021	PA2011-1193	https://pergamum.anac.gov.br/arquivos/PA2011-1193.pdf	Privado	-51.9536111111100	-2.57277777777778
SDWN	SP0160	Fazenda Barreiro Grande	COLÔMBIA	São Paulo			048°46'31.0W"	20°20'53.0S"	532,0	VFR	Sem Operação	09/27	800,0000	23,00	5000 Kg /   0.50 MPa	Terra							26/03/2022	PA2013-2385	https://pergamum.anac.gov.br/arquivos/PA2013-2385.pdf	Privado	-48.7752777777800	-20.3480555555556
SNKC	BA0058	Cocos	COCOS	Bahia			044°33'02.0W"	14°10'02.0S"	613,0	VFR		15/33	1000,0000	20,00	6/F/B/Y/U	Piçarra							05/03/2031	PA2021-4239	https://pergamum.anac.gov.br/arquivos/PA2021-4239.pdf	Privado	-44.5505555555600	-14.1672222222222
SSFI	MS0267	Fazenda Eldorado da Formosa	CORUMBÁ	Mato Grosso do Sul			056°33'48.0W"	17°54'26.0S"	121,0	VFR	Sem Operação	06/24	800,0000	18,00	5000 Kg /   0.50 MPa	Grama							30/06/2025	PA2015-1610	https://pergamum.anac.gov.br/arquivos/PA2015-1610.pdf	Privado	-56.5633333333300	-17.9072222222222
SDSE	SP0141	Sítio Santa Helena	GABRIEL MONTEIRO	São Paulo			050°36'56.0W"	21°28'24.0S"	431,0	VFR	Sem Operação	17/35	665,0000	25,00	4000 Kg /   0.50 MPa	Grama										Privado	-50.6155555555600	-21.4733333333333
SWFE	RO0029	Fazenda São Félix	MACHADINHO D'OESTE	Rondônia			061°48'23.0W"	09°17'35.0S"	130,0	VFR	Sem Operação	16/34	850,0000	18,00	5000 Kg /   0.50 MPa	Cascalho							13/06/2023	PA2013-1507	https://pergamum.anac.gov.br/arquivos/PA2013-1507.pdf	Privado	-61.8063888888900	-9.29305555555556
SSEM	MT0472	Fazenda Girassol do Prata	SANTO ANTÔNIO DO LEVERGER	Mato Grosso			055°17'43.0W"	16°12'24.0S"	678,0	VFR	Sem Operação	15/33	700,0000	20,00	5700 Kg /   0.50 MPa	Grama							14/10/2029	PA2019-3029	https://pergamum.anac.gov.br/arquivos/PA2019-3029.pdf	Privado	-55.2952777777800	-16.2066666666667
SNFV	GO0096	Serra da Pintura	SANTA FÉ DE GOIÁS	Goiás			051°12'39.0W"	15°34'03.0S"	366,0	VFR	Sem Operação	11/29	1000,0000	20,00	5700 Kg /   0.50 MPa	Terra							27/06/2022	PA2012-1272	https://pergamum.anac.gov.br/arquivos/PA2012-1272.pdf	Privado	-51.2108333333300	-15.5675
SWUU	MS0425	Fazenda Três Marias	ÁGUA CLARA	Mato Grosso do Sul			053°03'01.2W"	19°30'11.7S"	555,0	VFR	Sem Operação	10/28	1000,0000	40,00	5600 Kg /   0.50 MPa	Terra							17/12/2028	PA2018-3871	https://pergamum.anac.gov.br/arquivos/PA2018-3871.pdf	Privado	-53.0503333333300	-19.50325
SWXZ	MT0433	Fazenda Taquarussu	COMODORO	Mato Grosso			060°17'36.0W"	13°18'45.0S"	293,0	VFR	Sem Operação	15/33	700,0000	18,00	5670 Kg /   0.50 MPa	Grama							22/10/2023	PA2013-2745	https://pergamum.anac.gov.br/arquivos/PA2013-2745.pdf	Privado	-60.2933333333300	-13.3125
SJKV	RR0042	Cumanã 1	PACARAIMA	Roraima			060°46'41.0W"	04°28'13.0N"	363,0	VFR	Sem Operação	10/28	800,0000	25,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2842	https://pergamum.anac.gov.br/arquivos/PA2012-2842.pdf	Privado	-60.7780555555600	4.47027777777778
SSYO	GO0112	Usina São Simão	SÃO SIMÃO	Goiás			050°33'46.0W"	18°59'11.0S"	522,0	VFR	Sem Operação	11/29	1640,0000	45,00	23/F/C/X/U	Asfalto							14/11/2024	PA2021-4459	https://pergamum.anac.gov.br/arquivos/PA2021-4459.pdf	Privado	-50.5627777777800	-18.9863888888889
SSHL	PR0078	Fazenda Jussara	JUSSARA	Paraná			052°24'41.0W"	23°34'30.0S"	341,0	VFR	Sem Operação	09/27	800,0000	23,00	3000 Kg /   0.50 MPa	Terra							14/09/2030	PA2020-2115	https://pergamum.anac.gov.br/arquivos/PA2020-2115.pdf	Privado	-52.4113888888900	-23.575
SNNO	MT0259	Fazenda São Domingos	COMODORO	Mato Grosso			059°51'59.0W"	14°03'50.0S"	305,0	VFR	Sem Operação	10/28	850,0000	30,00	4000 Kg /   0.50 MPa	Grama							16/01/2023	PA2013-0086	https://pergamum.anac.gov.br/arquivos/PA2013-0086.pdf	Privado	-59.8663888888900	-14.0638888888889
SNEK	BA0135	Fazenda Acalanto	SÃO DESIDÉRIO	Bahia			045°58'34.0W"	12°57'54.0S"	810,0	VFR	Sem Operação	08/26	1360,0000	25,00	23/F/B/Y/U	Asfalto							19/03/2023	PA2013-0717	https://pergamum.anac.gov.br/arquivos/PA2013-0717.pdf	Privado	-45.9761111111100	-12.965
	MS0547	Fazenda Santa Helena	PORTO MURTINHO	Mato Grosso do Sul			057°30'51.0W"	21°03'26.0S"	,0	VFR	Sem Operação	03/21	750,0000	18,00	5000 Kg /   0.50 MPa	Grama							19/05/2031	PA2021-4966	https://pergamum.anac.gov.br/arquivos/PA2021-4966.pdf	Privado	-57.5141666666700	-21.0572222222222
SJGR	GO0074	Santa Maria	FLORES DE GOIÁS	Goiás			046°39'25.0W"	14°48'12.0S"	522,0	VFR	Sem Operação	01/19	1190,0000	30,00	5670 Kg /   0.50 MPa	Cascalho							28/09/2022	PA2012-1963	https://pergamum.anac.gov.br/arquivos/PA2012-1963.pdf	Privado	-46.6569444444400	-14.8033333333333
SWBI	BA0327	Santa Colomba Cafés	COCOS	Bahia			045°15'05.0W"	14°37'24.0S"	812,0	VFR	Sem Operação	09/27	1050,0000	22,00	5700 Kg /   0.50 MPa	Cascalho							15/07/2030	PA2020-1643	https://pergamum.anac.gov.br/arquivos/PA2020-1643.pdf	Privado	-45.2513888888900	-14.6233333333333
SDYJ	SP0165	JOSÉ MARTINS DA SILVA	REGENTE FEIJÓ	São Paulo			051°20'54.0W"	22°13'34.0S"	507,0	VFR	Sem Operação	08/26	900,0000	20,00	5600 Kg /   0.50 MPa	Grama							14/09/2030	PA2020-2263	https://pergamum.anac.gov.br/arquivos/PA2020-2263.pdf	Privado	-51.3483333333300	-22.2261111111111
SJXA	MG0137	Clube de Aviação de Itaúna	ITAÚNA	Minas Gerais			044°39'15.0W"	20°04'28.0S"	805,0	VFR	Sem Operação	14/32	1300,0000	23,00	5400 Kg /   0.50 MPa	Terra							05/09/2028	PA2018-2631	https://pergamum.anac.gov.br/arquivos/PA2018-2631.pdf	Privado	-44.6541666666700	-20.0744444444444
SNCM	MT0242	FAZENDA CAMPARINO	CÁCERES	Mato Grosso			058°23'12.0W"	16°14'18.0S"	137,0	VFR	Sem Operação	02/20	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							17/10/2027	PA2017-3284	https://pergamum.anac.gov.br/arquivos/PA2017-3284.pdf	Privado	-58.3866666666700	-16.2383333333333
SSHF	BA0159	Fazenda Gerais	FORMOSA DO RIO PRETO	Bahia			045°50'00.0W"	10°40'43.0S"	738,0	VFR	Sem Operação	13/31	1200,0000	18,00	5600 Kg /   0.50 MPa	Terra							17/10/2027	PA2017-3283	https://pergamum.anac.gov.br/arquivos/PA2017-3283.pdf	Privado	-45.8333333333300	-10.6786111111111
SSVT	CE0078	Aníbal	RUSSAS	Ceará			037°56'34.0W"	04°49'42.0S"	43,0	VFR	Sem Operação	11/29	600,0000	20,00	5700 Kg /   0.62 MPa	Terra							26/11/2029	PA2019-3560	https://pergamum.anac.gov.br/arquivos/PA2019-3560.pdf	Privado	-37.9427777777800	-4.82833333333333
SDLR	AM0030	Luiz Ribeiro Maia	TAPAUÁ	Amazonas			063°11'09.0W"	05°38'10.0S"	51,0	VFR	Sem Operação	04/22	1200,0000	23,00	8/F/B/Y/U	Asfalto							17/10/2027	PA2017-3287	https://pergamum.anac.gov.br/arquivos/PA2017-3287.pdf	Privado	-63.1858333333300	-5.63611111111111
SWJY	PB0018	Professora Francisca Cardoso	SÃO MIGUEL DE TAIPU	Paraíba			035°10'21.0W"	07°14'46.0S"	117,0	VFR	Sem Operação	14/32	1000,0000	18,00	40/F/C/Y/U	Terra							16/10/2022	PA2012-2150	https://pergamum.anac.gov.br/arquivos/PA2012-2150.pdf	Privado	-35.1725000000000	-7.24611111111111
SJGH	RS0077	Aeropel	SÃO BORJA	Rio Grande do Sul			055°59'22.0W"	28°42'39.0S"	91,0	VFR	Sem Operação	07/25	600,0000	18,00	5000 Kg /   0.50 MPa	Grama							28/09/2030	PA2020-2396	https://pergamum.anac.gov.br/arquivos/PA2020-2396.pdf	Privado	-55.9894444444400	-28.7108333333333
SDDJ	SP0087	Fazenda Santa Maria	MONÇÕES	São Paulo			050°04'46.0W"	20°50'56.0S"	465,0	VFR	Sem Operação	18/36	900,0000	30,00	5000 Kg /   0.50 MPa	Grama							17/10/2022	PA2012-2177	https://pergamum.anac.gov.br/arquivos/PA2012-2177.pdf	Privado	-50.0794444444400	-20.8488888888889
SWKE	TO0048	Cobrape	FORMOSO DO ARAGUAIA	Tocantins			049°57'16.3W"	11°29'05.9S"	191,0	VFR	Sem Operação	15/33	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							27/11/2024	PA2014-2818	https://pergamum.anac.gov.br/arquivos/PA2014-2818.pdf	Privado	-49.9545277777800	-11.4849722222222
SIGW	PI0020	Fazenda Serra Grande	RIBEIRO GONÇALVES	Piauí			045°31'05.0W"	08°20'36.0S"	530,0	VFR	Sem Operação	08/26	1000,0000	18,00	5600 Kg /   0.50 MPa	Piçarra							10/09/2028	PA2018-2732	https://pergamum.anac.gov.br/arquivos/PA2018-2732.pdf	Privado	-45.5180555555600	-8.34333333333333
SSQJ	MG0293	Fazenda Buriti 10	PARACATU	Minas Gerais			046°37'03.3W"	16°54'07.7S"	530,0	VFR	Sem Operação	17/35	900,0000	20,00	5400 Kg /   0.50 MPa	Terra							12/12/2028	PA2018-3748	https://pergamum.anac.gov.br/arquivos/PA2018-3748.pdf	Privado	-46.6175833333300	-16.9021388888889
SWSJ	MT0398	Fazenda São José	SAPEZAL	Mato Grosso			058°53'42.0W"	13°44'29.0S"	590,0	VFR	Sem Operação	16/34	650,0000	18,00	5000 Kg /   0.50 MPa	Terra							13/06/2023	PA2013-1506	https://pergamum.anac.gov.br/arquivos/PA2013-1506.pdf	Privado	-58.8950000000000	-13.7413888888889
SJNR	AP0007	Fazenda Rosário					049°54'18.0W"	01°05'06.0N"	12,0	VFR	Sem Operação	08/26	600,0000	18,00	1543 Kg /   0.50 MPa	Concreto							10/10/2026	PA2016-2720	https://pergamum.anac.gov.br/arquivos/PA2016-2720.pdf	Privado	-49.9050000000000	1.085
SIXL	PA0063	Fazenda Barra do Triunfo	SÃO FÉLIX DO XINGU	Pará			052°22'50.0W"	06°24'58.0S"	191,0	VFR	Sem Operação	16/34	1480,0000	23,00	7/F/A/X/T	Asfalto							11/06/2025	PA2015-1403	https://pergamum.anac.gov.br/arquivos/PA2015-1403.pdf	Privado	-52.3805555555600	-6.41611111111111
SDZF	DF0003	Fazenda Lamarão	BRASÍLIA	Distrito Federal			047°28'03.0W"	15°59'03.3S"	898,0	VFR	Sem Operação	04/22	488,0000	18,00	4000 Kg /   0.50 MPa	Cascalho							06/06/2022	PA2014-0147	https://pergamum.anac.gov.br/arquivos/PA2014-0147.pdf	Privado	-47.4675000000000	-15.98425
SIYE	SP0200	Fazenda Barra do Agudo	MORRO AGUDO	São Paulo			048°13'22.0W"	20°48'37.0S"	490,0	VFR	Sem Operação	10/28	1000,0000	30,00	5600 Kg /   0.50 MPa	Terra							11/06/2025	PA2015-1404	https://pergamum.anac.gov.br/arquivos/PA2015-1404.pdf	Privado	-48.2227777777800	-20.8102777777778
SDKO	SP0117	Fazenda Campo Grande	COLÔMBIA	São Paulo			048°47'19.0W"	20°15'28.0S"	558,0	VFR	Sem Operação	18/36	1500,0000	23,00	12/F/B/X/T	Asfalto							06/04/2031	PA2021-4630	https://pergamum.anac.gov.br/arquivos/PA2021-4630.pdf	Privado	-48.7886111111100	-20.2577777777778
SSZO	PA0136	Santa Marta I	SANTA MARIA DAS BARREIRAS	Pará			050°39'06.0W"	08°32'29.0S"	280,0	VFR	Sem Operação	10/28	1000,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							28/12/2021	PA2013-2441	https://pergamum.anac.gov.br/arquivos/PA2013-2441.pdf	Privado	-50.6516666666700	-8.54138888888889
SJDV	MS0154	Fazenda Redenção	AQUIDAUANA	Mato Grosso do Sul			056°43'51.0W"	19°36'43.0S"	99,0	VFR	Sem Operação	12/30	500,0000	20,00	3000 Kg /   0.50 MPa	Grama							05/06/2025	PA2015-1331	https://pergamum.anac.gov.br/arquivos/PA2015-1331.pdf	Privado	-56.7308333333300	-19.6119444444444
SIAY	MT0674	Fazenda Santa Fé do Guaporé	COMODORO	Mato Grosso			059°53'12.0W"	14°00'53.0S"	290,0	VFR	Sem Operação	12/30	700,0000	18,00	5700 Kg /   0.50 MPa	Grama										Privado	-59.8866666666700	-14.0147222222222
SWRQ	PI0045	Aero Park	TERESINA	Piauí			042°40'28.0W"	05°03'38.0S"	128,0	VFR	Sem Operação	17/35	600,0000	18,00	3000 Kg /   0.50 MPa	Piçarra							28/03/2027	PA2017-0861	https://pergamum.anac.gov.br/arquivos/PA2017-0861.pdf	Privado	-42.6744444444400	-5.06055555555556
	MS0568	Fazenda Rodoserv IV	CARACOL	Mato Grosso do Sul			057°07'38.0W"	21°49'35.0S"	,0	VFR	Sem Operação	18/36	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho										Privado	-57.1272222222200	-21.8263888888889
SSGL	MT0579	FNSC	SORRISO	Mato Grosso			055°56'06.0W"	12°24'31.0S"	384,0	VFR	Sem Operação	09/27	1400,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							31/10/2029	PA2019-3283	https://pergamum.anac.gov.br/arquivos/PA2019-3283.pdf	Privado	-55.9350000000000	-12.4086111111111
SILO	GO0184	Fazenda Santa Luzia	ARUANÃ	Goiás			050°52'50.0W"	14°14'56.0S"	260,0	VFR	Sem Operação	18/36	1600,0000	24,00	13/F/B/Y/T	Asfalto							11/04/2029	PA2019-0977	https://pergamum.anac.gov.br/arquivos/PA2019-0977.pdf	Privado	-50.8805555555600	-14.2488888888889
SSKY	MT0296	Fazenda Querência	TANGARÁ DA SERRA	Mato Grosso			058°21'32.0W"	14°28'10.0S"	731,0	VFR	Sem Operação	15/33	1200,0000	20,00	5600 Kg /   0.50 MPa	Cascalho							28/11/2024	PA2014-2833	https://pergamum.anac.gov.br/arquivos/PA2014-2833.pdf	Privado	-58.3588888888900	-14.4694444444444
SIMN	MT0108	Aviação Agrícola Manain	SINOP	Mato Grosso			055°21'32.0W"	11°45'14.0S"	367,0	VFR	Sem Operação	02/20	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							06/11/2024	PA2014-2613	https://pergamum.anac.gov.br/arquivos/PA2014-2613.pdf	Privado	-55.3588888888900	-11.7538888888889
SNVR	BA0147	Aeroclube da Bahia	VERA CRUZ	Bahia			038°40'52.0W"	13°01'17.0S"	4,0	VFR	Sem Operação	08/26	1300,0000	30,00	7/F/A/Y/T	Asfalto							20/08/2025	PA2015-2214	https://pergamum.anac.gov.br/arquivos/PA2015-2214.pdf	Privado	-38.6811111111100	-13.0213888888889
SJRY	MT0652	Fazenda Rio Mutuca	JUARA	Mato Grosso			058°09'46.0W"	10°26'08.0S"	231,0	VFR	Sem Operação	18/36	650,0000	18,00	5700 Kg /   0.50 MPa	Grama										Privado	-58.1627777777800	-10.4355555555556
SIRF	PE0015	José Múcio Monteiro	RIO FORMOSO	Pernambuco			035°16'19.0W"	08°37'51.0S"	109,0	VFR	Sem Operação	13/31	719,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							27/03/2025	PA2015-0743	https://pergamum.anac.gov.br/arquivos/PA2015-0743.pdf	Privado	-35.2719444444400	-8.63083333333333
SJPO	AL0005	Xingó	PIRANHAS	Alagoas			037°46'39.0W"	09°35'17.0S"	238,0	VFR	Sem Operação	16/34	935,0000	28,00	5600 Kg /   0.50 MPa	Terra										Privado	-37.7775000000000	-9.58805555555556
SDJS	RR0003	Andorinha	UIRAMUTÃ	Roraima			060°14'30.0W"	04°43'38.0N"	224,0	VFR	Sem Operação	13/31	820,0000	20,00	4000 Kg /   0.50 MPa	Terra							03/11/2030	PA2020-2874	https://pergamum.anac.gov.br/arquivos/PA2020-2874.pdf	Privado	-60.2416666666700	4.72722222222222
SJZS	PI0031	Fazenda Canel	URUÇUÍ	Piauí			044°49'14.0W"	07°32'04.0S"	390,0	VFR	Sem Operação	14/32	1100,0000	24,00	3000 Kg /   0.50 MPa	Piçarra							14/11/2024	PA2017-0834	https://pergamum.anac.gov.br/arquivos/PA2017-0834.pdf	Privado	-44.8205555555600	-7.53444444444444
SJYH	PA0080	Fazenda Cachoeira Alta	SANTANA DO ARAGUAIA	Pará			050°58'08.0W"	08°46'50.0S"	311,0	VFR	Sem Operação	01/19	799,0000	18,00	5670 Kg /   0.50 MPa	Piçarra							14/06/2021	PA2011-1167	https://pergamum.anac.gov.br/arquivos/PA2011-1167.pdf	Privado	-50.9688888888900	-8.78055555555556
SINQ	AP0004	Laranjal	LARANJAL DO JARI	Amapá			052°29'17.0W"	00°47'21.0S"	70,0	VFR	Sem Operação	03/21	750,0000	18,00	3000 Kg /   0.50 MPa	Cascalho							31/07/2024	PA2016-2526	https://pergamum.anac.gov.br/arquivos/PA2016-2526.pdf	Privado	-52.4880555555600	-0.789166666666667
SNYJ	PA0115	Pista São Jorge	JACAREACANGA	Pará			057°24'07.0W"	06°08'05.0S"	234,0	VFR	Sem Operação	17/35	450,0000	18,00	4500 Kg /   0.50 MPa	Cascalho							19/03/2023	PA2017-1809	https://pergamum.anac.gov.br/arquivos/PA2017-1809.pdf	Privado	-57.4019444444400	-6.13472222222222
SWWV	MT0425	Posto de Proteção Ambiental Santa Maria	BARÃO DE MELGAÇO	Mato Grosso			056°01'45.0W"	16°42'23.0S"	146,0	VFR	Sem Operação	17/35	700,0000	18,00	3000 Kg /   0.50 MPa	Terra							20/08/2022	PA2012-1655	https://pergamum.anac.gov.br/arquivos/PA2012-1655.pdf	Privado	-56.0291666666700	-16.7063888888889
SNFR	AM0037	Presidente Roosevelt	NOVO ARIPUANÃ	Amazonas			060°58'21.0W"	07°50'50.0S"	93,0	VFR	Sem Operação	14/32	950,0000	18,00	5700 Kg /   0.50 MPa	Terra							23/08/2026	PA2016-2145	https://pergamum.anac.gov.br/arquivos/PA2016-2145.pdf	Privado	-60.9725000000000	-7.84722222222222
SNNV	SC0035	Vila Nova	JOINVILLE	Santa Catarina			048°56'05.0W"	26°18'23.0S"	21,0	VFR	Sem Operação	15/33	500,0000	18,00	3000 Kg /   0.50 MPa	Grama							18/05/2025	PA2015-1162	https://pergamum.anac.gov.br/arquivos/PA2015-1162.pdf	Privado	-48.9347222222200	-26.3063888888889
SWJM	GO0132	Fazenda Bom Jesus	NOVO ALEGRE	Tocantins			046°33'55.0W"	12°57'59.0S"	630,0	VFR	Sem Operação	06/24	900,0000	40,00	2500 Kg /   0.50 MPa	Terra										Privado	-46.5652777777800	-12.9663888888889
SIVN	MG0113	Fazenda Sansara	MONTES CLAROS	Minas Gerais			043°46'00.0W"	16°36'00.0S"	655,0	VFR	Sem Operação	05/23	1150,0000	30,00	5700 Kg /   0.50 MPa	Asfalto							27/03/2025	PA2015-0745	https://pergamum.anac.gov.br/arquivos/PA2015-0745.pdf	Privado	-43.7666666666700	-16.6
SWAR	MT0327	Fazenda Aruanã	RIBEIRÃO CASCALHEIRA	Mato Grosso			051°35'16.0W"	13°04'52.0S"	295,0	VFR	Sem Operação	01/19	1200,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							09/08/2023	PA2013-2026	https://pergamum.anac.gov.br/arquivos/PA2013-2026.pdf	Privado	-51.5877777777800	-13.0811111111111
SWFP	PA0140	Fazenda Prata	RURÓPOLIS	Pará			055°22'55.0W"	04°09'38.0S"	123,0	VFR	Sem Operação	01/19	799,0000	18,00	4000 Kg /   0.50 MPa	Piçarra							11/12/2027	PA2017-3923	https://pergamum.anac.gov.br/arquivos/PA2017-3923.pdf	Privado	-55.3819444444400	-4.16055555555556
SJXE	PI0030	Deputado Moraes Souza	BURITI DOS LOPES	Piauí			041°52'05.0W"	03°09'16.0S"	58,0	VFR	VFR	11/29	1200,0000	25,00	8/F/A/Y/T	Asfalto							23/06/2025	PA2015-1528	https://pergamum.anac.gov.br/arquivos/PA2015-1528.pdf	Privado	-41.8680555555600	-3.15444444444444
	MT0678	Fazenda Paiaguás	DIAMANTINO	Mato Grosso			057°27'02.0W"	14°04'20.0S"	621,0	VFR	Sem Operação	06/24	1270,0000	20,00	8/F/B/Y/U	Asfalto							21/12/2030	PA2020-3650	https://pergamum.anac.gov.br/arquivos/PA2020-3650.pdf	Privado	-57.4505555555600	-14.0722222222222
SWYK	MT0437	Fazenda Ilha Camargo	BARÃO DE MELGAÇO	Mato Grosso			056°35'01.0W"	17°03'45.0S"	109,0	VFR	Sem Operação	04/22	1380,0000	20,00	8/F/C/Y/U	Asfalto							25/05/2021	PA2014-0145	https://pergamum.anac.gov.br/arquivos/PA2014-0145.pdf	Privado	-56.5836111111100	-17.0625
SWNJ	MT0370	Fazenda Itaquerê	NOVO SÃO JOAQUIM	Mato Grosso			053°30'13.8W"	15°08'21.3S"	569,0	VFR	Sem Operação	18/36	800,0000	18,00	4200 Kg /   0.50 MPa	Cascalho							12/04/2022	PA2014-0146	https://pergamum.anac.gov.br/arquivos/PA2014-0146.pdf	Privado	-53.5038333333300	-15.13925
SIPH	BA0093	Fazenda Ipanema	CORRENTINA	Bahia			046°08'23.0W"	13°37'33.0S"	946,0	VFR	Sem Operação	04/22	1100,0000	20,00	5700 Kg /   0.50 MPa	Grama							01/05/2024	PA2014-0874	https://pergamum.anac.gov.br/arquivos/PA2014-0874.pdf	Privado	-46.1397222222200	-13.6258333333333
SDNQ	AC0006	Fazenda Água Limpa	SENADOR GUIOMARD	Acre			067°29'28.0W"	09°58'50.0S"	197,0	VFR	VFR	11/29	950,0000	18,00	8/F/B/Y/U	Asfalto							05/10/2021	PA2017-1116	https://pergamum.anac.gov.br/arquivos/PA2017-1116.pdf	Privado	-67.4911111111100	-9.98055555555556
SNIY	MT0590	Fazenda Fartura	PLANALTO DA SERRA	Mato Grosso			054°47'11.0W"	14°32'44.0S"	472,0	VFR	Sem Operação	12/30	900,0000	18,00	5700 Kg /   0.50 MPa	Terra							01/10/2030	PA2020-2372	https://pergamum.anac.gov.br/arquivos/PA2020-2372.pdf	Privado	-54.7863888888900	-14.5455555555556
SIVZ	RS0070	Mata-Fome	ITAQUI	Rio Grande do Sul			056°32'55.0W"	29°11'27.0S"	67,0	VFR	Sem Operação	18/36	700,0000	20,00	4800 Kg /   0.50 MPa	Terra							08/11/2023	PA2013-2910	https://pergamum.anac.gov.br/arquivos/PA2013-2910.pdf	Privado	-56.5486111111100	-29.1908333333333
SDTA	MT0061	Tasi	SINOP	Mato Grosso			055°32'24.0W"	11°46'59.0S"	368,0	VFR	Sem Operação	07/25	1200,0000	20,00	12/F/C/X/T	Asfalto							31/12/9999	PA2019-2002	https://pergamum.anac.gov.br/arquivos/PA2019-2002.pdf	Privado	-55.5400000000000	-11.7830555555556
SIWC	MG0114	Asas do Cerrado	UBERLÂNDIA	Minas Gerais			048°18'25.0W"	19°01'59.0S"	873,0	VFR	Sem Operação	04/22	750,0000	20,00	5600 Kg /   0.50 MPa	Grama							13/09/2022	PA2012-1822	https://pergamum.anac.gov.br/arquivos/PA2012-1822.pdf	Privado	-48.3069444444400	-19.0330555555556
SNJD	GO0098	Fazenda Jardim	CHAPADÃO DO CÉU	Goiás			052°39'22.0W"	18°25'54.0S"	792,0	VFR	Sem Operação	13/31	1050,0000	23,00	5600 Kg /   0.50 MPa	Terra							25/05/2026	PA2016-1273	https://pergamum.anac.gov.br/arquivos/PA2016-1273.pdf	Privado	-52.6561111111100	-18.4316666666667
SIRV	MT0127	Fazenda Morro Branco	PORTO ESPERIDIÃO	Mato Grosso			058°45'57.0W"	16°07'05.0S"	151,0	VFR	Sem Operação	18/36	750,0000	18,00	4200 Kg /   0.50 MPa	Cascalho							16/01/2023	PA2013-0103	https://pergamum.anac.gov.br/arquivos/PA2013-0103.pdf	Privado	-58.7658333333300	-16.1180555555556
	MS0558	Fazenda Paraíso	RIBAS DO RIO PARDO	Mato Grosso do Sul			053°25'52.0W"	20°49'13.0S"	386,0	VFR	Sem Operação	13/31	800,0000	18,00	5600 Kg /   0.50 MPa	Terra							05/03/2031	PA2021-4310	https://pergamum.anac.gov.br/arquivos/PA2021-4310.pdf	Privado	-53.4311111111100	-20.8202777777778
SJPU	PI0027	Clube de Ultraleves do Piauí	TERESINA	Piauí			042°43'07.0W"	05°01'53.0S"	140,0	VFR	Sem Operação	01/19	250,0000	15,00	2000 Kg /   0.50 MPa	Asfalto							06/07/2026	PA2016-1692	https://pergamum.anac.gov.br/arquivos/PA2016-1692.pdf	Privado	-42.7186111111100	-5.03138888888889
SWVF	MT0415	Fazenda Santo Antônio do Guaporé	VILA BELA DA SANTÍSSIMA TRINDADE	Mato Grosso			059°55'30.0W"	16°00'40.0S"	226,0	VFR	Sem Operação	08/26	1000,0000	20,00	4500 Kg /   0.50 MPa	Terra							13/09/2022	PA2015-3425	https://pergamum.anac.gov.br/arquivos/PA2015-3425.pdf	Privado	-59.9250000000000	-16.0111111111111
SIEV	MS0077	Fazenda Boca da Onça	BODOQUENA	Mato Grosso do Sul			056°42'26.4W"	20°45'59.8S"	477,0	VFR	Sem Operação	15/33	930,0000	23,00	5600 Kg /   0.50 MPa	Grama							16/05/2023	PA2013-1229	https://pergamum.anac.gov.br/arquivos/PA2013-1229.pdf	Privado	-56.7073333333300	-20.7666111111111
